_id,title,address,description,link_url,indoor_outdoor,tags,longitude,latitude
222,Carmine Stefano Community Centre,3100 Weston Road,"Carmine Stefano Community Centre is located in the Sheppard Avenue and Weston Road area. This community recreation centre provides recreational programming opportunities for everyone from preschoolers to older adults. Carmine Stefano Community Centre offers a wide range of activities that include but are not limited to parent and preschoolers, fitness, art, music, dance, social, sports and after school programs. The building was named in 2007 for Carmine Stefano, a long-time community leader who founded the Weston Soccer Club and the Catholic Soccer League, providing an exemplary contribution to children and families in the area.",https://www.toronto.ca/data/parks/prd/facilities/complex/350/index.html,Indoor,"carmine,weston,stefano,centre,community,club,recreation,soccer,families,building",-79.53874792,43.73377977
223,Natali Starikova Artbox,"East Side of Weston Road, South of Damask Avenue","In the bustle of a city as large and modern as Toronto, we forget the farming and pioneer history of this landscape before our dense and complex network of streets, buildings, and infrastructure was developed. Like other urban animals, the humble, creative, energetic mouse reminds us. Painted by artist Natali Starikova as part of the Bell Box Mural Project.",https://www.artworxto.ca/artwork/unknown-artwork-street-910,Outdoor,"mural,toronto,painted,mouse,artist,urban,creative,city,landscape,buildings",-79.53984673,43.74122993
224,Emery Village BIA Historical Marker & St. Lucie Park,3300 Weston Road,"There is a historical marker along Weston Road at St. Lucie Park which denotes notable local history. The plaque touches on how the Grouse Hill Orange Lodge shaped the social life of the agricultural community of Emery Village, which used to be situated in this area in the mid-1800s. It also notes the first schoolhouse built in Emery Village (now demolished), and provides a history of some of the first industry that developed in the area throughout the nineteenth and twentieth centuries. St. Lucie Park features a ball diamond and greenspace.",https://www.toronto.ca/data/parks/prd/facilities/complex/947/index.html,Outdoor,"grouse,park,village,weston,lodge,lucie,emery,1800s,st,hill",-79.54063697,43.74258515
225,Humber River Recreational Trail & Bluehaven Park,19 Blue Haven Crescent,"A 2.3 hectare park near Finch Avenue West and Islington Avenue featuring three sports fields, a children's playground and a path leading to the Humber River Recreational Trail and the West Humber Parkland. Parking is available on site. The Humber River Recreational Trail wends its way through this neighbourhood, offering lovely views and paved paths.",https://www.toronto.ca/data/parks/prd/facilities/complex/536/index.html,Outdoor,"park,parking,islington,humber,playground,trail,parkland,path,paths,avenue",-79.55631729,43.74499348
226,Lanyard Park,138 Lanyard Road,"A 2.1 hectare park near Weston Road and Finch Avenue West featuring a lit ball diamond, three outdoor tennis courts, a basketball court, a splash pad and a children's playground. The area of the park and neighbouring Daystrom Drive Public School was once the site of a large Indigenous settlement along the Toronto Carrying Place trail (more information about this can be found at the Emery Village Historical Marker at 2 Vena Way across from Lindylou Park).",https://www.toronto.ca/data/parks/prd/facilities/complex/674/index.html,Outdoor,"park,playground,toronto,village,weston,trail,outdoor,avenue,place,daystrom",-79.54942672,43.74757722
227,Lindylou Park,14 Lanyard Road,"A 4.5 hectare park at Finch Avenue West and Weston Road that features two Gazebos, two volleyball courts and walking paths.",https://www.toronto.ca/data/parks/prd/facilities/complex/683/index.html,Outdoor,"park,gazebos,volleyball,weston,avenue,finch,paths,road,hectare,walking",-79.54241718,43.74821345
228,Emery Village BIA Historical Marker,2 Vena Way,"The Emery Village BIA has installed an informative historical plaque along the east side of Weston Road across from Lindy Lou Park. The marker notes two famous musicians originally from the area, Claudio Vena and Alfie Zappacosta, who some new streets are named after. It also notes some of the Indigenous history of the area, specifically a former village that was once located on what is now Lanyard Park and Daystrom Drive Public School (see also the Lanyard Park point of interest entry). The marker also mentions the former Finch West Mall, which was once a key hub of the area at the southeast corner of Weston Road and Finch Avenue West. Finally, the marker has a poem from Dr. Laurence Hutchman, who grew up in the area and is Emery's Poet Laureate.",,Outdoor,"emery,marker,village,hutchman,weston,mall,poet,park,finch,avenue",-79.54134983,43.74907468
229,Ted Hamer Artboxes,1000 Arrow Road,"Some artboxes painted by artist Ted Hamer with the assistance of a local seniors group. The first is a maple leaf-themed piece, which was requested by the local Emery Village BIA. The other depicts themes of nature within the local community.",https://www.artworxto.ca/artwork/unknown-artwork-street-199,Unknown,"artboxes,themed,artist,painted,depicts,leaf,maple,hamer,themes,seniors",-79.53346032,43.75000392
230,Rivermede Cottage,3100 Weston Road,"*Note: Private property. Please observe the building from the street only. This heritage-listed, Tudor-style building dates to 1928. It was originally constructed by wealthy businessman Percy Gardiner as an extravagant summer cottage complete with a swimming pool and tennis courts. The building was purchased in 1961 by a religious organization, who continue to occupy the building today. ",,Indoor,"gardiner,building,cottage,tudor,1928,percy,constructed,heritage,1961,summer",-79.53825193,43.73309142
231,Joseph Bannon Park,65 Mary Chapman Boulevard,"Joseph Bannon Park is a one hectare park with a mini soccer field, green space, a playground with senior and junior play structures, and a splash pad that transforms into an artificial outdoor ice rink during the winter. Opened in 2012, the park was named after Joseph Bannon, a local war hero and dedicated community champion. Born in Scotland in 1919, Joseph Bannon moved with his family into a war home in the new Weston subdivisions built for Second World War veterans. His experiences during the war, where he witnessed children suffering, led to his lifelong commitment to their care. Bannon and his wife fostered over 100 children, seven whom they eventually adopted. Joseph Bannon Park now hosts the Emery Village BIA's outdoor movie nights, a popular summer tradition that hundreds of residents have attended every year since 2014.",https://www.toronto.ca/data/parks/prd/facilities/complex/2715/index.html,Outdoor,"park,bannon,village,joseph,outdoor,playground,emery,rink,bia,weston",-79.5349828,43.73251763
232,Strathburn Park,55 Strathburn Boulevard,"Located in the center of the neighbourhood, Strathburn Park features a large open green space, a baseball diamond, a basketball court, a children's playground, tennis courts, and a sports pad arena. Community youth often gather here after school for a game of pick-up ball hockey and the community frequently hosts community gatherings, such as barbecues, charity hockey games, and the annual Picnic in the Park, at this location.",https://www.toronto.ca/data/parks/prd/facilities/complex/762/index.html,Outdoor,"strathburn,park,playground,gatherings,arena,neighbourhood,picnic,hockey,community,sports",-79.53246899,43.72211649
233,Former Location of Chow & Sons Grocery Store,2825 Weston Road,"Home to a convenience store now, this unassuming spot used to be the site of Chow & Sons, a local grocery store that was also a neighbourhood gathering spot. Tom Chow, an immigrant to Canada, purchased the store in 1958 and named it 'Chow & Sons' as a reference to his older brother and father. Over its nine years of operation at this location, the store grew in popularity within the neighbourhood, often employing part-time staff from the community. In addition to offering a wide variety of groceries, the store was known for products not available in larger markets as well as offering a wide selection of seasonal items, such as pumpkins, flowers, and Christmas trees. The store also offered a free and personalized delivery service to customers, who could phone in their orders. The service was highly valued by the many seniors it served, some who lived as far away as Kipling Avenue and Albion Road. Although Chow & Sons was forced to relocate in 1967 when their building was sold to make way for a small strip plaza, the store's legacy lives on in the neighbourhood today.",,Indoor,"chow,grocery,groceries,store,neighbourhood,customers,avenue,sons,location,grew",-79.5374805,43.72057277
234,Louise Russo Park,42 Flindon Road,"Louise Russo Park is a 3.4 hectare park along the eastern banks of the Humber River, near Weston Road and Albion Road. It features two outdoor bocce courts, a children's playground, and a large open green space. Originally Flindon Park, it was renamed in 2006 after the first annual Working Against Violence Everyday (W.A.V.E.) walk, organized by Louise Russo. Following a shooting that left her paralyzed from the waist down, Louise Russo started W.A.V.E., a non-profit organization that awards bursaries to youth and groups who exemplify respect, responsibility, and leadership.",https://www.toronto.ca/data/parks/prd/facilities/complex/1004/index.html,Outdoor,"louise,russo,park,playground,flindon,walk,outdoor,renamed,courts,road",-79.54070278,43.72117312
235,Acacia Park,68 Lilac Avenue,This quaint neighbourhood park near Albion Road and Weston Road features a small baseball diamond and a children's playground. It is situated on flat table land just above the Humber Escarpment.,https://www.toronto.ca/data/parks/prd/facilities/complex/1003/index.html,Outdoor,"park,playground,neighbourhood,weston,albion,situated,near,road,baseball,children",-79.54120606,43.71996579
236,Uganda Martyrs United Church of Canada (UMUCCA),2799 Weston Road,"Uganda Martyrs United Church of Canada (UMUCCA) was founded in 1991 by a small community of Ugandans in the Greater Toronto Area (GTA) in the mid-1980s. The church eventually became a place of refuge for Canadians of Ugandan descent in the Greater Toronto Area and offered a space for social connection and mutual support. The church became affiliated with the United Church of Canada in 1999. UMUCCA offers services in English, Swahili, and Uganda's native languages. The church also houses women's and youth ministries, responsible for various volunteer activities and community outreach. The church also shares their space with the Riverside-Emery Church.",,Indoor,"umucca,uganda,ugandans,ugandan,ministries,martyrs,church,toronto,swahili,united",-79.53700764,43.71949782
237,Pellatt Parkette,325 Pellatt Avenue,This small park near Weston Road and Oak Street features a children's playground and an open green space.,https://www.toronto.ca/data/parks/prd/facilities/complex/2524/index.html,Outdoor,"playground,park,weston,children,oak,street,green,road,near,small",-79.52975035,43.7131012
238,Pelmo Park and Pelmo Park Community Centre,171 Pellatt Avenue,"Pelmo Park is a 4.9 hectare park with a lit ball diamond, two ball hockey rinks, three tennis courts, a bocce court, a splash pad, a children's playground, and a bike trail. The Pelmo Park Community Centre is also located here at the park's entrance and is accessible from Pellatt Avenue. With two multipurpose rooms that can accommodate 40 to 75 people, the centre is home to several local older adult groups, offers recreational programs on weeknights, and a summer camp.",https://www.toronto.ca/data/parks/prd/facilities/complex/723/index.html,Outdoor,"pelmo,park,rinks,playground,centre,recreational,community,pellatt,hockey,bike",-79.51919236,43.71432026
239,Wallace C. Swanek Park,241 Gary Drive,"Wallace C. Swanek Park is a small park with a ball diamond, a children's playground, and a plaque that outlines the park's namesake. It was named after a Polish immigrant who, after enlisting in the Second World War, moved to and lived in the Pelmo Park area. His first homes were built on his father's farm, which is now part of Queenslea Avenue, and he went on to build many houses in the surrounding area. In 1955, he gifted the Borough of North York with parkland with the hope that it would one day be a public place of recreation for neighbourhood children. He continued to build his projects in other districts in west Toronto, but the Pelmo Park area remained his home until his death in 1985 at the age of 83.",https://www.toronto.ca/data/parks/prd/facilities/complex/610/index.html,Outdoor,"park,wallace,parkland,pelmo,borough,swanek,neighbourhood,avenue,playground,recreation",-79.52269307,43.7096268
240,Crawford-Jones Memorial Park,80 Dee Avenue,"Crawford-Jones Memorial Park is a 9.4 hectare park in the Humber River Valley, near Highway 401 and Weston Road. It has a combination of mature trees along the banks of the Humber River and a meadow with newly planted trees. It also has a pond, four bike trails, and paths that connect to the Humber River Recreational Trail from the parking lot. The park was renamed in 2006 after local residents Herbert Jones and Jim Crawford, who travelled rooftop to rooftop in a boat and saved 50 to 60 people during Hurricane Hazel, a deadly event that caused flooding and washed away an entire city block in 1954. The park is at the site of one of the hardest hit parts of the city during the hurricane.",https://www.toronto.ca/data/parks/prd/facilities/complex/1450/index.html,Outdoor,"park,crawford,memorial,flooding,jones,parking,hazel,trees,river,trail",-79.53835812,43.71052424
241,"Jessica Volpe, 'Strong Women, Strong Community' Mural",10 San Romanoway,"Featuring six women of different ethnicities and ages, 'Strong Women, Strong Community' is an acrylic mural by local artist Jessica Volpe that showcases the diversity in the community and the vital roles that women play in it. The 2009 mural was part of a campaign to end gender-based violence and was organized by the BeLovEd Movement, a community-based response to concerns about sexual assault and harassment in local high schools. The mural is painted along the back of 10 San Romanoway, facing Finch Avenue West (directly across from Jane-Finch Mall).",,Unknown,"strong,mural,community,jessica,women,diversity,jane,artist,volpe,violence",-79.51684528,43.7581762
242,San Romanoway Community Allotment Garden,15 San Romanoway,"The San Romanoway Community Allotment Garden is a 72-plot garden that was installed in 2015 as part of a community and environmental revitalization initiative with Toronto and Region Conservation Authority (TRCA), the City, and FoodShare. With an average of 66 households participating each year, the garden is supported by rainwater harvesting and provides a space for residents to grow cultural foods and practice food preservation techniques. The garden also has a fruit tree orchard where residents learn how to tend to them and use it as a stepping stone to pursue further education or employment in green jobs. In 2018, residents established their own garden club, headed by an elected committee that organizes events and provides leadership.",,Outdoor,"garden,orchard,community,romanoway,san,toronto,residents,club,committee,harvesting",-79.51554268,43.75936297
243,"Shalak Attack and Fiya Bruxa, 'Be Inspired, Love Yourself, Educate Others' Mural",25 San Romanoway," 'Be Inspired, Love Yourself, Educate Others' is a 2011 mural by Shalak Attack and Fiya Bruxa (also known as Gilda and Elisa Monreal), with help from local students. This is the second mural by the BeLovEd Movement, one with a clear message of support for the powerful women of colour in the community. Read from left to right in a series of images, the 12-by-30 foot mural depicts an oppressed woman in pain. As the viewer moves to right, the tone of the images shift to indicate the woman's journey toward health and self-empowerment. The mural also depicts the importance of community support and that of intergenerational relationships.",,Unknown,"mural,inspired,empowerment,fiya,beloved,self,gilda,educate,elisa,shalak",-79.51714602,43.7597914
244,Driftwood Park,44 Tobermory Drive,"With 8.7 hectares of land, Driftwood Park features a ball diamond, a children's playground, open green space, and over a dozen bike trails. The Finch Hydro Corridor Recreational Trail, Black Creek and one of its tributaries flows through the park. Walking along Black Creek, there are multiple plaques, such as Toronto's Huron-Wendat Heritage, How The Earth Was Formed, and Transforming Village Life, that refer to the ancestral Huron-Wendat people who used to live in the area.",https://www.toronto.ca/data/parks/prd/facilities/complex/1457/index.html,Outdoor,"driftwood,creek,park,trails,playground,trail,tributaries,huron,land,village",-79.5117315,43.76287329
245,Driftwood Parkette,359 Driftwood Avenue,"This small and unassuming parkette features a playground, installed in 2016, whose design was based on drawings by children in the community. Long-time resident Celia Smith was a leading voice in this project, leading community events that engaged seniors, families, and children of Caribbean, West & East African, and Indian heritage.",https://www.toronto.ca/data/parks/prd/facilities/complex/489/index.html,Outdoor,"playground,parkette,celia,design,heritage,community,families,based,features,smith",-79.51380461,43.7679308
246,Edgely Park and Driftwood Community Recreation Centre,4401 Jane Street,"Edgely Park is a 4-hectare park with a basketball court, bike trail, and a children's playground. It is also home to the Driftwood Community Recreation Centre, a 75,000-square-foot centre with six multipurpose rooms, two dedicated computer labs, a full-sized gymnasium, a kitchen, and an outdoor pool. The free centre also has youth-specific programming, like the daily Youth Space for ages 13 to 17 and Youth Council for ages 13 to 24. There are also several colourful murals on the building walls, such as 'Unique', a vibrant heart painted by the Girls Club, and 'Rooted' by Lil Bruxas, as well as part of the 'United Freedom' mural by Essencia Art Collective on the back wall.",https://www.toronto.ca/data/parks/prd/facilities/complex/532/index.html,Outdoor,"mural,park,playground,edgely,murals,recreation,driftwood,walls,centre,youth",-79.51840634,43.76553623
247,Jane/Finch Community and Family Centre,4400 Jane Street,"The Jane/Finch Community and Family Centre is a community-based organization that focuses on poverty reduction through resident engagement, capacity building, and an anti-oppression framework. The organization was incorporated in 1976 and has since served newcomers, women, youth, and seniors. The centre is also home to The Spot, a well-known youth hub in the neighbourhood. Youth ages 13 to 29 are free to drop by The Spot to make new friends, gain leadership skills, develop a healthy lifestyle, and contribute to the community. A mural sits on the south side of the building and has become an identifiable fixture in the community. Created in 2005, the mural was completed by youth attending the centre's various programs and were supervised by a professional artist.",https://www.janefinchcentre.org/our-history,Indoor,"finch,neighbourhood,community,mural,jane,centre,youth,family,poverty,building",-79.51988388,43.76537944
248,Hullmar Park,97 Hullmar Drive,"This 3.6-hectare park features a ball diamond, three lit outdoor tennis courts, and a children's playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/663/index.html,Outdoor,"playground,park,tennis,hectare,ball,outdoor,diamond,children,courts,lit",-79.52614703,43.7647373
249,Elm Park - North York and John Booth Memorial Arena,230 Gosford Boulevard,"Elm Park - North York is a 4.7-hectare park with a multipurpose sports field, a basketball court, a playground, splash pad, and many paths that connect it to the surrounding neighbourhood. The park is also home to the John Booth Memorial Arena, home of an indoor hockey and a pleasure skating arena.",https://www.toronto.ca/data/parks/prd/facilities/complex/554/index.html,Outdoor,"park,elm,playground,arena,york,memorial,north,hockey,indoor,skating",-79.52375194,43.76976225
250,Black Creek Community Farm (BCCF),4929 Jane Street,"Established in 2013 by the Afri-Can Food Basket, FoodShare, and Everdale Environmental Learning Centre, Black Creek Community Farm (BCCF) is Toronto's largest urban farm. BCCF uses its community green spaces and all-ages programming to address food security, food justice, food literacy, and social isolation. The eight-acre property includes organic vegetable fields, a heritage farmhouse, barn, year-long greenhouses, an outdoor wood-fired bake oven, a mushroom garden, chickens, bee hives, a forest trail and a surrounding forest that extends down into the Black Creek ravine. On the fence of the entrance lies a vibrant mural, painted in 2013 by Essencia Collective and Misha Hunter, that celebrates the natural and environmental diversity of the neighbourhood and highlights themes of food security and access to urban land and healthy food. The mural showcases BCCF and nature, with images of bees, soil, roots, fruits, vegetables, and people cultivating the land against an urban backdrop of the Toronto skyline, contrasting the city with the farm. ",https://www.blackcreekfarm.ca/about-us/,Outdoor,"bccf,creek,mural,garden,farm,farmhouse,environmental,neighbourhood,fence,vegetables",-79.52053441,43.77383216
251,Firgrove Park,254 Firgrove Crescent,"Firgrove Park is a 4 hectare park near Jane Street and Finch Avenue West featuring a lit multipurpose sports field, three tennis courts, two bocce courts, a basketball court, a ball hockey rink and a children's playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/572/index.html,Outdoor,"firgrove,park,playground,finch,rink,west,avenue,tennis,street,field",-79.52121755,43.75214322
252,Mr. Jane and Finch,3991 Jane Street,"Winston LaRose is a Guyanese-Canadian activist, nicknamed 'Mr. Jane and Finch' for his dedication to the community located around Jane Street and Finch Avenue. His work with the community and run for office in the 2018 Toronto municipal elections are the subject of the award-winning documentary, 'Mr. Jane and Finch'. The film was directed by Ngardy Conteh George, award winning filmmaker and recipient of the 2020 Donald Brittain Award, which honours the year's best television documentary on a social or political topic. ",,Unknown,"finch,winston,larose,jane,activist,documentary,filmmaker,george,canadian,mr",-79.51735794,43.75711692
253,Topcliff Avenue Public School & Park,65 Topcliff Avenue,"Topcliff Park is a small park with a playground. Located next to the park is Topcliff Avenue Public School. R&B and soul singer Jully Black grew up in the Jane & Finch community and attended this school as a child. Black has had 10 Juno Awards nominations, with two wins.",https://www.toronto.ca/data/parks/prd/facilities/complex/765/index.html,Outdoor,"topcliff,park,playground,finch,avenue,awards,black,located,nominations,jane",-79.50969447,43.75611809
254,Aaron Hosannah and Boys & Girls Club Mural,292 Grandravine Drive,"Created by the Jane and Finch Boys & Girls Club with artist Aaron Hosannah, this colourful mural on the end of this building depicts people of the community.",,Indoor,"mural,hosannah,finch,club,building,artist,depicts,community,boys,people",-79.51077584,43.7494329
255,Northwood Community Centre,15 Clubhouse Court,"Northwood Community Centre is located in the Jane and Sheppard area and is a very popular site for meetings, banquets and recreation programs. The Northwood grounds back on to Northwood Park, providing a very picturesque setting. ",https://www.toronto.ca/data/parks/prd/facilities/complex/703/index.html,Outdoor,"northwood,centre,park,located,community,area,sheppard,jane,grounds,recreation",-79.50069644,43.74518304
256,Loren Yueng Artbox,Southwest Corner of Sheppard Avenue West and Northover Street,"This design was developed on location from artist Loren Yueng, drawing at cafes a space where communities have formed positively and naturally. Cafe culture is a relatable concept that is easily identifiable with as both a place of productivity and relaxation. This design draws directly from people and places themselves.",https://www.artworxto.ca/artwork/coffee-street-455,Unknown,"cafe,cafes,design,culture,yueng,place,places,drawing,space,artist",-79.50155019,43.74136875
257,Toronto Public Library - Jane/Sheppard Branch,1906 Sheppard Avenue West,"In 1959, the North York Public Library Board extended its bookmobile services into the neighbourhood at Jane and Sheppard. After nearly 30 years of mobile service, the Jane/Sheppard branch opened in the Jane Sheppard Mall in November 1989. In 2009, the current building at 1906 Sheppard was completed, and service began in April of that year. This new library offers 7,000 square feet of community use space.",https://www.torontopubliclibrary.ca/janesheppard/,Indoor,"sheppard,mall,bookmobile,york,library,neighbourhood,jane,april,mobile,building",-79.50988114,43.73978748
258,Morgan Sheardown 'Raining Cows' Artbox,Southeast Corner of Jane Street and Clair Road,"From artist Morgan Sheardown, 'Raining Cows' is inspired by rain colour and the artist's love of cows. Rain is used as a filter to create different levels of abstraction.",https://www.artworxto.ca/artwork/raining-cows-street-509,Unknown,"raining,rain,cows,sheardown,inspired,artist,colour,abstraction,morgan,filter",-79.51390722,43.74127963
259,Stanley Park & Domenico Di Luca Community Recreation Centre,25-27 Stanley Road,"The Domenico Di Luca Community Centre offers a variety of recreational programming for everyone from preschoolers to older adults to enjoy. Come in and get involved in a variety of sports, arts, fitness, and preschool and youth leadership programs. Next door at Stanley Park, there is a baseball diamond and outdoor tennis courts.  ",https://www.toronto.ca/data/parks/prd/facilities/complex/761/index.html,Outdoor,"luca,domenico,recreational,preschool,centre,community,stanley,di,park,programs",-79.51632444,43.74250939
260,Oakdale Park & Oakdale Community Centre,350 Grandravine Drive,"This 1.4-hectare park on Grandravine Drive just east of Jane Street features basketball courts and a children's playground. The Oakdale Park Community Centre is located at the entrance to the park. Oakdale Community Centre has a gym and meeting rooms, a kitchen, outdoor swimming pool, outdoor basketball pad and playground. This is a free centre. This location has some youth-specific programming.",https://www.toronto.ca/data/parks/prd/facilities/complex/780/index.html,Outdoor,"oakdale,park,playground,grandravine,community,centre,gym,located,pool,street",-79.51337617,43.74761211
261,Jane and Finch Boys and Girls Club Youth Centre,Unit B - 308 Grandravine Drive,"Opened in 2013, the Jane and Finch Boys and Girls Club Youth Centre has a dance studio, a computer lab, a kitchen, a recording studio, a lounge and weight equipment. The centre provides youth programming devoted to employment readiness, drug and gang prevention, social development, arts, sports, health, nutrition, and academic assistance. Murals on the outside of the building, created by renowned graffiti artist Phade, depict a basketball player and singers. Several notable athletes and musicians hail from this area, including Anthony Bennett (first Canadian to be chosen as the number one pick in the NBA draft), Jessie Reyez (Juno Award winning singer-songwriter), Glenn Lewis (Grammy nominee and Juno Award-winning singer-songwriter), Junior Cadougan (basketball player), and several other talented icons. To access the building, follow the paved path at the west side of the parking lot.",,Outdoor,"murals,youth,athletes,nba,graffiti,phade,basketball,singer,singers,jessie",-79.51240521,43.74877854
262,Black Creek Pioneer Village,1000 Murray Ross Parkway,"Black Creek Pioneer Village offers an opportunity to explore nineteenth century buildings with unique hands-on activities, and a chance to see heritage-bred farm animals and beautiful gardens. Opened in 1960, the Village features a collection of many of the oldest heritage homes and farm buildings from Ontario, a few dating back to early 1800s. It is owned and operated by Toronto and Region Conservation Authority (TRCA). ",https://www.blackcreek.ca,Outdoor,"village,creek,heritage,farm,1800s,homes,pioneer,trca,gardens,oldest",-79.5152357,43.77402758
263,Ruben Komangapik and Koomuatuk (Kuzy) Curley 'Ahqahizu' Sculpture,230 Ian MacDonald Boulevard (front entrance of York Lions Stadium),"Carved from a 26-tonne piece of Stanstead granite, 'Ahqahizu' (a-ka-hee-zu) is a giant Inuk soccer player. According to stories told in Nunavut, the Aurora Borealis are aksarnek, meaning the trails of spirits playing soccer, waiting for their return to human form to play by the light of the moon on the frozen sea ice. The sculpture, commissioned by York University and the Mobilizing Inuit Cultural Heritage project, is a symbol of hope and friendship between Indigenous and non-Indigenous peoples. 'Ahqahizu' was unveiled on National Aboriginal Day 2016.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=ny32&title=Ahqahizu&stop=9,Outdoor,"ahqahizu,aksarnek,aurora,inuit,inuk,indigenous,sculpture,nunavut,aboriginal,ice",-79.50756856,43.77577246
264,Archives of Ontario,134 Ian MacDonald Boulevard,"The Archives of Ontario is the largest provincial archives in Canada. As the premier source of information about the history of Ontario and its people, the Archives has been collecting, preserving, and making available the province's documentary heritage since its founding in 1903 (it moved to its present location in 2007). Besides documenting the decisions, functions, and activities of Ontario's government, the Archives' collections also include donated records from individuals, businesses, and organizations that demonstrate the province's history and development. The collections date back to the sixteenth century and includes everything from handwritten letters and maps, to artwork and sound recordings; their textual records alone stand at a staggering 158,000 metres, equivalent to 286 CN Towers. The Archives also frequently hosts public building tours, presentations, free exhibits, and educational workshops for students.",http://www.archives.gov.on.ca/en/about/index.aspx,Indoor,"archives,ontario,collections,exhibits,provincial,documenting,records,province,recordings,collecting",-79.500379,43.77498068
265,Art Gallery of York University,"8 Accolade East Building, 4700 Keele Street","The Art Gallery of York University is a public art gallery that provides exhibitions, programs and related activities focusing on contemporary art. Its aim is to enrich the cultural and intellectual environment of York University and the surrounding regions. On behalf of the university, the gallery maintains a permanent collection and outdoor sculpture garden. The gallery presents exhibitions of contemporary art and undertakes an extensive award-winning publishing program. Their Out There program works with youth from the Jane and Finch area including programming in the gallery. Admission is free. ",https://agyu.art/,Outdoor,"gallery,exhibitions,art,sculpture,york,university,publishing,contemporary,admission,presents",-79.49992203,43.77339244
266,Anatolia Islamic Centre North York,73 Alness Street,"Established in 1998, Anatolia Islamic Centre North York is an Islamic organization with a long history of social involvement with both the Muslim and non-Muslim communities. The organization strives to build strong bridges of dialogue between the communities to promote understanding and cooperation for peace. They primarily serve the Muslim community in the Greater Toronto Area by hosting Islamic and Arabic cultural events and providing Arabic language lessons. The site also houses a mosque for worship. Additionally, the organization provides counseling, religious, and employment programs for youth and settlement services for newcomers. ",,Unknown,"mosque,islamic,anatolia,muslim,centre,arabic,worship,organization,religious,toronto",-79.47302524,43.77425633
267,DUKE Tower,"Along North Side of Finch Avenue West, East of Alness Street","This radio tower was constructed in 1957, originally intended to provide two-way radio communications for police, emergency service vehicles and school buses. The tower was decommissioned and was intended to be demolished in 2018, until the DUKE Heights BIA stepped in with a proposal to turn it into a piece of public art and neighbourhood monument. A 43.5-foot structure called DUKE Tower was constructed around the tower as part of the project and features the BIAÂs branded logo during the day and colourful lights at night. Located at the base of the tower is a plaque that notes the history of the structure, as well as that of the DUKE Heights BIA. ",,Unknown,"tower,monument,duke,radio,decommissioned,demolished,base,biaâ,constructed,bia",-79.47049835,43.76829009
268,Ghazaleh Rastgar Artbox,Northeast Corner of Finch Avenue West and Keele Street,"*Please note that there is extensive construction occurring around this intersection for the Finch West LRT. Please exercise caution when viewing. I wanted to create a design that brings focus to oceans and marine life. There's major threat to ocean health and consequently our health. I'm hoping this design serves as a reminder to rethink the use of plastic and reduce, reuse and recycle properly.",https://www.artworxto.ca/artwork/underwater-life-street-905,Unknown,"finch,oceans,design,ocean,construction,marine,plastic,intersection,recycle,west",-79.49054393,43.76359396
269,Fountainhead Park,445 Sentinel Road,"This 4.4 hectare park at Sentinel Road and Finch Avenue West features three lit tennis courts, a tennis clubhouse, a multipurpose sports field, and a children's playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/593/index.html,Outdoor,"park,playground,tennis,clubhouse,finch,avenue,west,road,sports,sentinel",-79.50017356,43.76175665
270,Black Creek Parkland,1650 Finch Avenue West,"Black Creek Parkland is an excellent example of a transformed urban space: what previously was a groomed parkland has been returned to a more natural wilderness. The north-end of the park is accessed from the visitor parking lot at Black Creek Pioneer Village by heading down the path into the valley. This leads to the Black Creek trail, a year-round accessible 6.3 kilometre moderately trafficked point-to-point trail that features a river and plenty of wildlife viewing opportunities. The park follows Black Creek through the ravine and south to Finch Avenue West, where it connects with Derrydowns Park.",https://www.toronto.ca/data/parks/prd/facilities/complex/2315/index.html,Outdoor,"creek,wilderness,trail,derrydowns,park,parkland,ravine,river,path,wildlife",-79.50510573,43.7607364
271,Derrydowns Park,271 Derrydown Road,"Derrydowns Park is a 28 hectare park that follows the Black Creek ravine as it meanders southward. Finch Avenue West at the north-end of the park separates it from Black Creek Parkland. In addition to bike trails and a fire pit, a trail travels the length of the park from Finch Avenue West to Grandravine Drive, where it connects to Northwood Park.",https://www.toronto.ca/data/parks/prd/facilities/complex/5/index.html,Outdoor,"derrydowns,ravine,park,creek,northwood,parkland,north,trails,trail,avenue",-79.50558742,43.75622156
272,Sentinel Park,295 Sentinel Road,"Located near Finch Avenue West and Sentinel Road, this park's 7.7 hectares of green space features three ball diamonds, two tennis courts, a splash pad, and a children's playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/752/index.html,Outdoor,"park,playground,hectares,finch,near,avenue,located,ball,space,sentinel",-79.49950998,43.75538852
