title,address,description,imageLink,tags
Bunner’s Bake Shop,"244 Augusta Ave,Toronto, ON M5T 2L7","With pink walls, chalkboard paint, and a colourful garland made from shredded paper, Bunner’s Bake Shop fits right into the bright and lively Kensington Market neighbourhood. The fact that their menu is entirely vegan and gluten-free certainly helps, too. Every single sweet treat that enters their ovens is completely plant-based and made with ingredients that Bakery, Birthday Cakes",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/bunners-455x200.jpg,"bakery,bunner,cakes,bake,ovens,vegan,ingredients,gluten,kensington,shop"
Burgers n’ Fries Forever,"106 John St Unit 2,Toronto, ON M5H 1X9","This Ossington burger joint is serving up some sweet two-handed sandwiches and wants you to come take a bite. After travelling abroad and eating his way through a number of countries, owner Jamil Bhuya decided he wanted a way to decorate his favourite canvas, burgers and fries, with the multicultural ingredients and flavour profiles he Burgers, Fries",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/BURGERSNFRIESFOREVER-BURGER-455x200.jpg,"burger,burgers,jamil,sandwiches,fries,ossington,bhuya,joint,serving,eating"
Burgers Park,"10 William Sylvester Dr,North York, ON M2J 0E9","North York restaurant Burgers Park draws inspiration from US burger joints like Shake Shack for its classic smash burgers. Meats are locally-raised and halal, plus free of hormones and antibiotics. Their namesake Park Burger features an Angus beef smash patty served on a sesame brioche with sauteed onions and American cheese. Other menu items include Burgers, Cookies",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/burgerspark-1-455x200.jpg,"burgers,burger,restaurant,park,beef,shack,patty,meats,angus,york"
Buster’s Sea Cove,"199 Bay St. SUITE C-150,Toronto, ON M5L 1E9","The menu at the new Buster Sea Cove location ranges from classics like their lobster roll to a variety of taco options. Caesar Salad, Calamari",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Busters-455x200.jpg,"taco,calamari,cove,lobster,caesar,menu,salad,sea,variety,location"
Butter Chicken Roti,"1030 Bloor St W,Toronto, ON M6H 1M2","We could roll around in this roti craze forever! Butter Chicken Roti is the latest and greatest chain of takeout rotis, the Indian curry wrap where they craft all their curry with a special attention to flavour. The goal is to bring Indian spices to the masses of Toronto. The menu is as vast for Butter Chicken, Chicken Wings",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/butter-chicken-roti-literal-butter-chicken-roti-455x200.jpg,"roti,rotis,spices,curry,butter,chicken,wrap,roll,indian,wings"
Byblos,"11 Duncan St,Toronto, ON M5V 3M2","In continuing their steady takeover of Toronto’s dining scene — following the openings of the hugely successful Weslodge Saloon and Patria — restaurateurs-du-jour Hanif Harji and Charles Khabouth had originally planned to open a seafood restaurant as their latest venture. Then, Harji took a business trip to the Middle East, where he experienced food that he knew he had to bring to Toronto. Dumplings, Fried Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/BYBLOS-455x200.jpg,"restaurateurs,restaurant,harji,dining,dumplings,seafood,food,toronto,jour,hanif"
Byblos Uptown,"2537 Yonge St,Toronto, ON M4P 2H9","Byblos Uptown Toronto represents a marriage of Eastern Mediterranean cuisine with strong influences from both traditional and local ingredients. Dumplings, Fried Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/BYBLIOS-_0014_DSC_3798copy-455x200.jpg,"byblos,uptown,toronto,cuisine,mediterranean,dumplings,chicken,traditional,local,eastern"
Bymark,"66 Wellington St W,Toronto, ON M5K 1M6","Meet Mark McEwan’s fine dining restaurant, Bymark, in the heart of the financial district in the atrium of the TD Towers. The space’s main dining room boasts a floor-to-ceiling wine cellar but there are also private dining rooms, a spacious patio and a modern bar. The kitchen is headed up by executive chef Brooke McDougall Caesar Salad, Calamari",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/bymark-455x200.jpg,"restaurant,dining,calamari,kitchen,chef,mcewan,rooms,salad,mcdougall,bymark"
C’est Bon,"2685 Yonge St,Toronto, ON M4N 2H8","The authentic Chinese restaurant with a French name, C’est Bon, has been not just a staple, but a favourite of midtown for over a decade. The founding Chen family comes from a French Taiwanese background, hence the name and cuisine of the restaurant. Most of the menu is made up of classic Szechuan dishes, like Chicken Wings, Chinese",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/cest-bon-455x200.jpg,"taiwanese,chen,chinese,szechuan,cuisine,restaurant,bon,dishes,midtown,chicken"
Cabano’s Comfort Food,"75 St Nicholas St #104,Toronto, ON M4Y 0A5","Cabano’s Comfort Food is an old-school sandwich and burger shop decorated with exposed brick and a sleek, modern design. Cabano’s is proud to serve beef that is never frozen, and is raised here in Ontario. The restaurant is known for its Cabano Burger, a double burger with cheese on the bottom, served on a bun Burgers, Fried Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/cabanos-e1627061914222-455x200.jpg,"cabano,burger,burgers,restaurant,beef,sandwich,food,bun,chicken,ontario"
Cabin Fever,"1669 Bloor St W,Toronto, ON M6P 1A6","Ironically, Cabin Fever is a place you may never get sick of or want to leave. Just a stone’s throw away from High Park, this cosy bar is all about a good time. With a pinball and arcade game list nearly the size of the beer one, there is a lot of fun to be Bar",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/cabin-fever-pinball-machines-455x200.jpg,"cabin,bar,park,beer,fever,pinball,arcade,fun,place,game"
Cactus Club Cafe Sherway Gardens,"25 The West Mall Unit 700,Etobicoke, ON M9C 1B8","Cactus Club Café is all set to open its second location in the GTA at Etobicoke’s Sherway Gardens shopping centre this week. The new outpost will be unveiled on Oct. 24, after an intimate first-look tasting event held for local food media. On hand to mingle with the crowd at the event was Richard Jaffray, Burgers, Canadian",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CactusClubCafeSherway_19-455x200.jpg,"café,cactus,gardens,club,gta,etobicoke,location,shopping,centre,outpost"
Cactus Club Cafe Toronto,"77 Adelaide St W,Toronto, ON M5X 1C1","Cactus Club Cafe Toronto opened its doors just over a week ago at First Canadian Place on Adelaide. Helmed by Vancouver Chef Rob Feenie of Iron Chef fame, this is the 28th location for the upscale chain, but the first east of Saskatoon. Burgers, Canadian",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/cactusclubfirstlook03-455x200.jpg,"cafe,saskatoon,toronto,vancouver,cactus,club,canadian,chef,location,place"
Cafe 23,"728 Queen St W,Toronto, ON M6J 1E8","Queen West is chock full of great cafés, and Cafe 23 stands out amongst the crowd. This little coffee shop located just east of Trinity Bellwoods Park is making great coffee and playing some great tunes. Supporting local bands and making sure coffee house music isn’t limited to soft rock and jazz, the café hopes Banana Bread, Cappuccino",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CAFE23-MATCHA-455x200.jpg,"cafe,café,cafés,coffee,queen,west,park,cappuccino,banana,located"
Café Boulud,"60 Yorkville Ave,Toronto, ON M4W 0A4","The food now is classic bistro with a luxurious twist. There’s plenty of personal Boulud touches (the beignet de calamar include deft Southeast Asian flavours) and nods to Toronto (the quenelle de brochette is made with Ontario-sourced pike.) In short, the rethink worked and Café Boulud is in a class by itself. Caviar, Charcuterie",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CAFE-BOULUD-455x200.jpg,"calamar,boulud,bistro,caviar,café,beignet,brochette,flavours,quenelle,ontario"
Cafe Demetres,"400 Danforth Ave,Toronto, ON M4K 1P3","This legendary dessert restaurant located in Greektown has been in the biz for the last thirty years, so to say they know a thing or to about making a delicious pastry, waffle, or cake is an understatement. Their house-made ice cream and crepes are the stuff of legends and they work with the best suppliers Birthday Cakes, Coffee",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/271134641_663231881498860_1646508151477472592_n-e1669537327685-455x200.jpg,"dessert,restaurant,cakes,pastry,greektown,waffle,crepes,cake,cream,located"
Cafe Kray,"4850 Yonge St. Level 2,North York, ON M2N 5N2"," Cappuccino, Coffee",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/06/Snapinsta.app_339995043_737771101338516_3526163621389052139_n_1080-455x200.jpg,"cappuccino,coffee"
Cafe Landwer,"9340 Bathurst St,Maple, ON L6A 4N9","Chances are, those who have been to Israel (birthright, anyone?) are familiar with Cafe Landwer. The popular Israeli café, which got its start back in 1919, finally opened its very first Canadian outpost in Vaughan earlier this year. Bakery, Breakfast Sandwiches",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CAFE-LANDWER-455x200.jpg,"cafe,café,israeli,israel,bakery,vaughan,birthright,landwer,canadian,breakfast"
Cafe Login,"100 Steeles Ave W,Thornhill, ON L4J 7Y1","Calling all sweet tooths! Thornhill café and bakery Cafe Login is serving espresso drinks, teas and cakes from Rahier Patisserie, as well as a macaron selection that changes every day, from its huge space. For exciting macaron flavours, think double cheese and red wine fig, and Cafe Login sells the discarded macaron cookie scraps in Asian, Bakery",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/cafelogin-455x200.jpg,"macaron,cafe,café,bakery,cookie,espresso,thornhill,flavours,drinks,cheese"
Cafe Neon,"1024 Queen St W,Toronto, ON M6J 1H6","Cafe Neon Queen is the third location in the Cafe Neon family. With one location in Bloordale and the other in the Junction Triangle, this spot is known amongst many Torontonians. This cosy cafe at Queen and Ossington has great breakfast, brunch and lunch offerings. The coffee is provided by Sam James Coffee bar and Breakfast Sandwiches, Brunch",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/cafe-neon-455x200.jpg,"cafe,neon,queen,coffee,torontonians,bloordale,location,ossington,lunch,bar"
Café Plenty,"250 Dundas St W,Toronto, ON M5T 2Z5","Inspired by the café scenes in London and Paris,Café Plentyis a slice of Europe in the heart of Toronto. OwnerMelissa Patterson’s charming spot aims to satiate lunchgoers’ craving for good, honest food, tempting the hungered with freshly made salads, tartes, galettes and sandwiches. Banana Bread, Breakfast Sandwiches",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/cafe-plenty-toronto-455x200.jpg,"café,plentyis,lunchgoers,paris,sandwiches,toronto,food,breakfast,bread,salads"
Cafe Polonez,"195 Roncesvalles Ave,Toronto, ON M6R 2L5","For over 30 years, Café Polonez has been a family-run restaurant in the heart of Toronto’s Polish community. The name comes from the French word “polonaise,” which is a ceremonial Polish dance similar to a waltz. Café Polonez is known for their homemade lightly-breaded schnitzel, alongside plenty of other authentic Polish cuisine such as herring Caesar Salad, Coffee",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/417570_294590390589696_1707387869_n-2-e1641584324653-455x200.jpg,"polonez,polonaise,café,polish,schnitzel,restaurant,coffee,french,cuisine,waltz"
Cali Mexican Grill,"3250 Dufferin St,North York, ON M6A 2T3","No time, no problem! Cali Mexican Grill is a quick-service Mexican spot developed by three lifelong friends with a shared passion and interest in the flavourful cuisine that dominates the Mexican and Californian food culture. The menu is simple: pick between a burrito, taco, quesadilla or bowl, then pick a protein and toppings. What sets Burritos, Mexican",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/calimex-grill-455x200.jpg,"burrito,burritos,mexican,cali,grill,taco,californian,quesadilla,cuisine,bowl"
California Sandwiches,"2474 Dufferin St,Toronto, ON M6B 3P8","This hulking mess of a sandwich comes to you courtesy of California Sandwiches. Hogtown’s renowned Italian sandwicheria has been around since 1967, making it a veritable antiquity in the restaurant world. The original Little Italy location takes over a corner spot on a residential street, squirrelled away from the main thoroughfares. Inside, the goods are Italian, Sandwiches",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/California-Sandwiches-455x200.jpg,"sandwicheria,hogtown,sandwiches,sandwich,restaurant,italy,italian,corner,thoroughfares,location"
Calii Love,"1235 Bay St,Toronto, ON M5R 3K4","Inspired by Hawaiian breezes and the California sun, Calii Love is bringing brightly coloured, feel-good health food to Yorkville. Be it a poke bowl, smoothie bowl or salad bowl, this counter-serve eatery is inspiring everyone to eat a little cleaner, no matter what time of day it is or how much time you have. The Banana Bread, Coffee",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/caliilove-455x200.jpg,"calii,yorkville,bowl,eatery,hawaiian,food,smoothie,salad,eat,coffee"
Campechano,"504 Adelaide St W,Toronto, ON M5V 1T4","Tortillas are the foundation of a good taco, and when it comes to tacos, Campechano does not mess around. Importing the corn from Mexico, soaking and grinding the masa fresh daily and grilling each tortilla to order, Campechano is serious about making fresh and delicious tacos. Owners Raena Fisher and Daniel Roe (previously of the Ceviche, Dessert",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/campechano-455x200.jpg,"tacos,taco,tortillas,tortilla,campechano,corn,masa,mexico,ceviche,raena"
Canoe,"66 Wellington St W,Toronto, ON M5K 1H6","More than a quarter of a century in, Canoe remains a critical darling and a place where people still want to be seen. Located on the 54th floor of the TD Bank Tower, the restaurant serves up striking views of Lake Ontario and the cityscape, and has long been considered one of the city’s most Canadian, Lobster",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/canoe-food-455x200.jpg,"restaurant,ontario,lobster,canoe,lake,td,place,cityscape,located,tower"
Canteen,"330 King Street West,Toronto, ON M5V 3X2","Located inside the TIFF Bell Lightbox, fresh and light eats are the name of the game at Canteen. The restaurant is operated by Oliver & Bonacini and serves up casual fare in a space that overlooks a bustling King Street West scene. Everything, from the house-made sandwiches to the salads to the oven-baked pizzas, is Global",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/10/359755411_265891179393558_1170969300159183950_n-455x200.webp,"lightbox,restaurant,canteen,bell,light,fresh,inside,tiff,located,sandwiches"
Cantina Mercatto,"20 Wellington St E #1,Toronto, ON M5E 1C5","Cantina Mercatto is the newest addition to the Mercatto family of restaurants (Taverna, Locale, Trattoria and College) that started some 20 years ago on Toronto Street. Close to both the St. Lawrence Market and the Financial District, the new space is meant to be a one-stop shop for lunch meetings, special occasions as well as Antipasto, Brunch",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CANTINAMERCATTO-_0004_img_7920_46294525681_o-455x200.jpg,"mercatto,cantina,taverna,restaurants,toronto,lunch,shop,st,trattoria,market"
Caplansky’s,"Toronto Pearson International Airport, 6301 Silver Dart Dr,Mississauga, ON L5P 1B2","Oy vey, we thought we were sitting shiva for delis. The chicken soup they sling in those thinly disguised fast-food joints is like our bubby said: they maybe waved the chicken over the pot. The corned beef, it makes me so sad, it’s industrial. But then! Along comes Zane Caplansky, a nice Jewish boy. Instead BLT, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/caplansky-sandwich-455x200.jpg,"soup,shiva,chicken,beef,delis,burgers,jewish,caplansky,food,corned"
Caprae & Suidae,"1903 Avenue Rd,North York, ON M5M 3Z9","Quality, pasture-raised, grass-fed and hormone-free is the only kind of meat you’ll find at this butcher shop. That’s because Caprae & Suidae follows traditional ways of sourcing from only small, local, family-operated farms, while products are developed right there in the shop. That’s how you know it’s fresh. The shop itself is traditional, too. With Butcher Shop, Deli",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/17438599_1297091620386920_5688353204782235648_n-e1670755852830-455x200.jpg,"butcher,meat,fresh,caprae,suidae,farms,pasture,traditional,shop,products"
Carbon Bar,"99 Queen St E,Toronto, ON M5C 1S1","The purple velvet banquettes and colourful pop art line the walls of this industrial building. Once an old TV studio and underground club space, the interior of Carbon Bar is still reminiscent of a ’70s discotheque but has definitely been revamped and influenced by the movers and shakers of today. When you walk in, someone Barbecue, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Carbonbar-455x200.jpg,"carbon,bar,barbecue,interior,club,burgers,studio,banquettes,building,walls"
Caribbean Queen of Patties,"1294 Bloor St W,Toronto, ON M6H 1N9","When did we get all grown up and write off handheld foods? I’m sure most of us have been shoved out the door as a child with a patty in hand, as a breakfast food, as a snack food for after school. Caribbean Queen of Patties combines our love for the Billy Ocean jam and Curry, Jamaican",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/caribbean-queen-455x200.jpg,"patties,patty,jamaican,foods,caribbean,food,snack,jam,breakfast,billy"
Carisma,"15 Toronto St,Toronto, ON M5C 2E3","An elegant Italian dining experience in the heart of the downtown core, Carisma is one of the city’s best Italian restaurants. After eight years in their quaint and cosy King Street East location, owners Michael and Margi Pagliaro moved into a larger space on Toronto Street that fits the whole extended family. Known for their Antipasto, Caesar Salad",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CARISMA-455x200.jpg,"carisma,pagliaro,caesar,salad,italian,antipasto,restaurants,downtown,street,city"
Carlo’s Bakery Yorkville,"24 Bellair St.,Toronto, ON M5R 2C7","Carlo’s Bakery in Yorkville is your express stop for Buddy’s irresistible treats  from decadent cakes to irresistible cannoli and lobster tails. The menu also features seasonal delights like delicious pumpkin pie. Rest assured, everything is baked fresh and delivered daily from their Mississauga location. Bakery, Cookies",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2022/11/Snapinsta.app_380702253_17976339455591867_7417519178456868537_n_1080-455x200.webp,"bakery,yorkville,carlo,cookies,cakes,mississauga,baked,express,treats,pie"
Carole’s Cheesecake,"14 Cumberland St,Toronto, ON M5S 2W7","Carole’s Cheesecake delivers on the promise of its name, offering over a dozen types of the delicious dessert which range from classic with fruit toppings to speciality varieties like Reese’s Peanut Butter. Founded in 1972, Carole’s also claims to have been the first bakery to introduce carrot cake to Toronto and they still make a Birthday Cakes, Cheesecake",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/caroles-cheesecake-interior-455x200.jpg,"cheesecake,bakery,carole,dessert,cakes,cake,reese,carrot,toppings,butter"
Carousel Bakery,"93 Front St E,Toronto, ON M5E 1C3","Carousel Bakery is one of Toronto’s most iconic vendors in the St. Lawrence Market. Located on the second level and posted up under a huge yellow, red and blue sign that’s reminiscent of a country far, it’s pretty hard to miss. This famed bakery has been serving up Canada’s best peameal bacon sandwiches for over Bakery, Butter Tarts",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Carousel-455x200.jpg,"bakery,carousel,toronto,lawrence,st,bacon,butter,sandwiches,tarts,vendors"
Casa Barcelona,"2980 Bloor St W,Etobicoke, ON M8X 1B9","If you judge a book by its cover, then this place is dead. It looks like a cheesy, overdecorated ethnic caricature, with more Spanish tchotchkes than any sane person should have to look at. The menu too is off-putting, in its excessive length, which suggests that you can have anything you want — from the Brunch, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CASABARCELONA-PAELLA-455x200.jpg,"menu,burgers,book,spanish,brunch,tchotchkes,cover,overdecorated,caricature,cheesy"
Casa Imperial,"4125 Steeles Ave E,Scarborough, ON M1W 3T4","Since the dim sum downtown has sunk in a slough of grease, dumpling-seeking Sinophiles have few alternatives. At first glance, Casa Imperial is an unlikely candidate: a baroque mansion loaded with gargantuan crystal chandeliers, ersatz British hunting scenes and musty brocaded draperies. It’s about as Chinese-looking as Casa Loma, but the dim sum is quite Chinese, Crab",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CasaImperial-dimsum-455x200.jpg,"mansion,casa,sinophiles,chandeliers,baroque,downtown,imperial,chinese,dim,dumpling"
Casa La Palma,"849 Dundas St W,Toronto, ON M6J 1V5","Casa La Palma is a 1,400 square foot lounge perched on top of its sister restaurant, Dundas West favourite La Palma. It’s a physical extension of the downstairs, but there’s a notable difference: its inspiration is not free-wheeling Venice Beach, but stylish Palm Springs. It’s co-owned by the same team as La Palma — culinary Bar, Brunch",,"palma,casa,lounge,beach,restaurant,palm,la,dundas,venice,culinary"
Casa Madera,"550 Wellington Street W,Toronto, ON M5V 2V4","Located inside 1 Hotel, Casa Madera is one of the trendiest spots in the city for both its vibe and its fare. It’s the first location in Canada and comes from Los Angeles restaurant group Noble 33, and the west coast influence is apparent pretty immediately. Everything on the menu is designed to be shared, Brunch, Salad",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/11/Snapinsta.app_453057989_1067844971366227_7270928211122182453_n_1080-455x200.webp,"casa,madera,hotel,restaurant,angeles,located,location,city,west,los"
Casa Manila,"879 York Mills Rd Unit #1,North York, ON M3B 1Y5","This popular restaurant is an ode to classic Filipino food, which is a melange of the various culinary cultures that have made their mark on the Philippines, including Spanish, Chinese and American. Casa Manila offers dine in and takeout and all-you-can-eat buffets as well as a full pig roast. Casa Manila also strives to bring Calamari, Curry",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/casamanila-455x200.jpg,"manila,philippines,filipino,casa,culinary,restaurant,buffets,calamari,food,spanish"
Casa Paco,"50c Clinton Street,Toronto, ON M6G 2Y3","View this post on Instagram A post shared by Casa Paco (@casapaco_to) Hearty and fresh, Casa Paco’s everchanging menu is the epitome of Spanish culinary greatness. A la carte menus are available Thursdays through Saturdays with rotating options that depend on seasonal availability and a little bit of flare in the kitchen. But, to bring Paella, seafood",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/11/Snapinsta.app_367851630_1246775832655059_4671960119818690367_n_1080-455x200.webp,"casa,casapaco_to,menus,carte,paco,menu,paella,spanish,la,culinary"
Cellar Door,"3003 Lake Shore Blvd W,Etobicoke, ON M8V 1K2","Chef Robert Rubino is taking his skills from Italy to Etobicoke at Cellar Door Restaurant. Classically trained at Il San Domenico restaurant in Italy, Rubino learned to make handmade pasta and pizza dough like a true pizzaiolo. Cellar Door is a Canadian-Italian restaurant that is making some of the best and freshest Italian fare in Caesar Salad, Calamari",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CELLARDOOR-PIZZA-455x200.jpg,"restaurant,rubino,pizzaiolo,chef,cellar,italian,door,pasta,pizza,salad"
Centre St. Deli,"1136 Centre St.,Thornhill, ON L4J 3M8","Being a part of a community since 1988 is a testament to the quality of the deli, but winning multiple awards for being the best deli takes the statement to a whole new level. And that’s exactly where Centre St. Deli is at. It’s become a longstanding staple in Thornhill as a reliable spot for Burgers, Casual",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/11/Snapinsta.app_257857367_2683730611758496_8465121557420273781_n_1080-455x200.webp,"deli,st,burgers,centre,quality,thornhill,awards,community,staple,reliable"
Centre Street Deli,"1136 Centre St,Thornhill, ON L4J 3M8","This is the best Montreal smoked meat money can buy: Tender, moist, gently spiced, heaven on rye. Add a crisp garlicky half-sour and nirvana is here. Wanna gild the lily? Their sweet frites get the job done. For those less in love with fat, chicken in a pot gets the Bubby seal of approval, for Deli, Dessert",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CentreStreetDeli-455x200.jpg,"smoked,pot,meat,rye,montreal,tender,chicken,spiced,crisp,deli"
Centre Street Deli,"1136 Centre St,Thornhill, ON L4J 3M8","Centre Street Deli is a Thornhill staple that draws a full house pretty much every Sunday. It’s a traditional diner that the whole family will enjoy. Take your ticket and wait until your number is called or sit down and enjoy a meal. The matzah ball soup will warm your stomach as well as your Deli, Dessert",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/centre-street-deli-interior-455x200.jpg,"deli,centre,street,matzah,meal,soup,diner,house,thornhill,sunday"
Chadwick’s Craft Kitchen and Bar,"268 Howland Ave,Toronto, ON M5R 3B6","For the people at Chadwick’s, a “craft” kitchen means that everything is made in-house. This includes the sausages and the burger buns, the dressings and condiments, and the succulent smoked brisket. The concept for their menu is based on a variety of street food and diner fare from around the world. Executive chef Pablo V Brunch, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/chadwicks-455x200.jpg,"kitchen,chef,craft,burgers,diner,food,condiments,burger,sausages,brisket"
Chadwick’s,"268 Howland Avenue,Toronto, ON M5R 3B6","Chadwick’s is, by its own description, “a craft kitchen and bar serving global-fusion comfort food in the heart of Toronto’s Annex neighbourhood.” The multicultural, made-from-scratch menu brings about art deco revival and sunny cocktail vibes that finds inspiration from every corner from the globe, from Manila to Maracaibo. From a multicoloured patio to retro decorations All-Day Breakfast, Brisket",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/11/Snapinsta.app_400556290_878408340508232_3175872990944339146_n_1080-455x200.webp,"kitchen,chadwick,brisket,toronto,cocktail,patio,food,manila,multicoloured,multicultural"
Chainsmoker,"5555 Eglinton Ave W Unit E112,Etobicoke, ON M9C 5M1","Welcome to the smoking renaissance. No seriously, at Chainsmoker Urban Smoked Meats, they’re making smoking cool again. Cooking up an assortment of meats, Chainsmoker’s dishes are slow cooked on site in a South Carolina BBQ style. At Chainsmoker, they decided that while vegetarian and vegan restaurants continue to pop-up all over the city, someone’s got Barbecue, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Chainsmoker-455x200.jpg,"barbecue,bbq,smoked,chainsmoker,burgers,smoking,meats,restaurants,cooking,vegetarian"
Chantecler,"798 Bloor St W,Toronto, ON M6G 1L9","Walk by this Parkdale space after dusk on a weekday and the scene recalls something you’d see in a nostalgic flick starring Cate Blanchett. With floor-to-ceiling windows opened up, the bistro’s insides feature a wraparound bar and teeny kitchen. Since chef Jon Poon went off to focus on his fancy bars, Jacob Wharton-Shukster, the other French, French Onion Soup",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Chantecler-455x200.jpeg,"parkdale,walk,kitchen,chef,bistro,bars,bar,scene,cate,space"
Charidise,"27 Baldwin St,Toronto, ON M5T 1L1","Charidise is a gourmet Taiwanese-inspired lunch spot feeding students and professionals alike in the Baldwin village. “Cha” means “tea” in Mandarin, and in tandem with the notion of “paradise,” you get the picture of what this restaurant strives to be. With many options of loose leaf tea, bubble tea and everything in between, Charidise lives Burgers, Calamari",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/charidise-chicken-rice-bowl-455x200.jpg,"charidise,cha,restaurant,calamari,burgers,tea,taiwanese,mandarin,lunch,baldwin"
Charmaine Sweets,"115 Vanderhoof Ave,East York, ON M4G 4B4","Taste a mother’s love in every bite of a treat from Charmaine Sweets. Owner Teresa Ho and her daughter are baking cookies, cakes and other sweet pastries from their Leaside locale. Trained in the classic French techniques of pastry baking, Ho not only shares her love and expertise of all baked goods through her menu Baguette, Bakery",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/charmaine-455x200.jpg,"charmaine,bakery,pastry,sweets,baking,baked,cakes,baguette,cookies,teresa"
CHE BABY Food Truck,"930 Queen St W,Toronto, ON M6J 1G6","Toronto's Che Baby food truck is bringing Argentinian food to the streets. Argentinian, Food Truck",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/CHEBABY1-455x200.jpg,"argentinian,toronto,food,truck,streets,che,baby,bringing"
Cheese Boutique,"45 Ripley Ave,Toronto, ON M6S 3P2","Come to this West Toronto institution to celebrate all things fromage. The cheese boutique features hundreds of imported cheeses from exotic locales like France and Italy, as well as from this side of pond like Ontario and Quebec. Cheese is aged on-site, with one of the aging rooms even open to the public for those Canadian, French",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/cheese-boutique-455x200.jpg,"quebec,cheese,ontario,toronto,cheeses,canadian,boutique,fromage,locales,french"
